avg_dollar_vol,catalyst,date,flagged,low,prev_low,prev_low_rsi,reason,rsi,ticker
169296818.76678467,none,2026-05-04,True,36.66999816894531,37.220001220703125,23.207751027489493,Bullish Divergence,27.717392205741618,AMCR
213923748.80142212,none,2026-05-04,True,57.52000045776367,58.18000030517578,33.87097629690639,Bullish Divergence,37.51412461036765,BBY
188504509.07058716,none,2026-05-04,True,57.189998626708984,57.459999084472656,21.57315210458235,Bullish Divergence,22.832700965738496,BRO
3564417.9554541907,none,2026-05-04,True,5.340000152587891,5.559999942779541,21.839080369771978,Bullish Divergence,41.02564555400942,BYRN
18708400.892448425,none,2026-05-04,True,14.819999694824219,15.926861533250923,6.2808181092588455,Bullish Divergence,28.167018956994752,CCOI
6713559.637158712,none,2026-05-12,True,6.829999923706055,8.25,24.331938635438732,Bullish Divergence,32.8947426209472,LENZ
361476370.2656555,none,2026-05-12,True,123.51000213623047,126.0999984741211,16.44496090791573,Bullish Divergence,17.022374611685464,LULU
221760819.9708557,none,2026-05-12,True,46.79999923706055,46.81999969482422,24.45366606316844,Bullish Divergence,25.160572809752566,MKC
6090685.003576279,none,2026-05-12,True,8.25,8.369999885559082,23.590806257300642,Bullish Divergence,23.940668505723153,NRDS
367665121.5963745,none,2026-05-12,True,134.0399932861328,136.97000122070312,38.86780292280403,Bullish Divergence,39.099050601248294,NRG
144732471.52008057,none,2026-05-18,True,72.20999908447266,72.5999984741211,14.702709301097968,Bullish Divergence,25.222880653431176,PNR
160302807.3272705,none,2026-05-18,True,172.67999267578125,172.6999969482422,12.839544350961432,Bullish Divergence,23.173749938821047,POOL
37802179.21356201,none,2026-05-18,True,27.1299991607666,27.31999969482422,23.90722148699753,Bullish Divergence,30.366490578096446,PPC
126837267.74851482,none,2026-05-18,True,59.4900016784668,59.93000030517578,10.988591950857412,Bullish Divergence,11.11110866673252,SHAK
45869451.824913025,none,2026-05-18,True,27.760000228881836,27.780000686645508,13.007380771776027,Bullish Divergence,13.76953006765686,VNT
38422752.72354126,none,2026-05-18,True,37.2599983215332,37.2599983215332,22.808275419535164,Bullish Divergence,23.357668501712297,ZG
